sales_id,order_id,product_id,sales,quantity,discount,profit
60,CA-2022-100059,OFF-ST-2,574.59,4,0.1,106.83
61,CA-2021-100060,FUR-BO-0,568.4,7,0.0,178.34
62,CA-2024-100061,TEC-CO-3,465.34,1,0.2,35.81
63,CA-2022-100062,OFF-BI-0,570.09,7,0.3,0.0
64,CA-2024-100063,OFF-BI-3,642.19,2,0.1,104.78
65,CA-2023-100064,OFF-ST-0,130.6,5,0.2,12.28
66,CA-2023-100065,FUR-FU-4,157.19,5,0.3,0.0
67,CA-2022-100066,OFF-AR-3,266.64,4,0.0,60.84
68,CA-2022-100067,FUR-TA-1,210.53,7,0.1,30.31
69,CA-2022-100068,TEC-AC-2,139.62,7,0.3,0.0
70,CA-2023-100069,TEC-MA-3,511.24,1,0.1,52.65
71,CA-2024-100070,TEC-PH-0,218.59,6,0.1,52.04
72,CA-2021-100071,OFF-BI-4,190.36,3,0.0,33.17
73,CA-2022-100072,FUR-TA-4,295.25,5,0.2,24.16
74,CA-2022-100073,OFF-BI-4,87.02,3,0.2,5.71
75,CA-2023-100074,FUR-FU-3,272.89,3,0.2,29.52
76,CA-2021-100075,OFF-PA-3,510.65,2,0.3,0.0
77,CA-2021-100076,FUR-BO-3,419.9,5,0.2,44.43
78,CA-2021-100077,FUR-TA-4,784.96,3,0.1,142.46
79,CA-2021-100078,TEC-MA-2,784.6,4,0.0,143.87
80,CA-2023-100079,FUR-CH-1,42.74,6,0.2,4.89
81,CA-2021-100080,TEC-PH-0,650.06,1,0.1,146.51
82,CA-2022-100081,FUR-BO-0,678.81,7,0.2,63.4
83,CA-2021-100082,TEC-CO-3,445.75,7,0.1,87.41
84,CA-2022-100083,OFF-ST-2,379.94,2,0.1,52.5
85,CA-2023-100084,TEC-AC-2,285.68,7,0.0,52.42
86,CA-2022-100085,TEC-PH-0,45.89,3,0.3,0.0
87,CA-2021-100086,FUR-BO-0,767.83,6,0.2,87.53
88,CA-2021-100087,OFF-AR-2,322.75,5,0.3,0.0
89,CA-2022-100088,FUR-CH-2,480.74,6,0.3,0.0
90,CA-2023-100089,FUR-CH-4,474.02,2,0.2,25.76
91,CA-2024-100090,TEC-MA-0,376.6,1,0.3,0.0
92,CA-2022-100091,OFF-ST-1,283.09,3,0.1,34.94
93,CA-2023-100092,OFF-PA-1,100.84,1,0.0,19.19
94,CA-2021-100093,FUR-BO-2,186.46,3,0.0,53.33
95,CA-2022-100094,OFF-BI-1,217.83,2,0.2,18.23
96,CA-2021-100095,OFF-BI-4,63.42,5,0.0,14.36
97,CA-2022-100096,TEC-PH-0,551.77,4,0.3,0.0
98,CA-2021-100097,OFF-BI-2,456.6,1,0.2,54.07
99,CA-2024-100098,OFF-AR-0,115.02,5,0.2,8.21
100,CA-2021-100099,OFF-BI-0,576.48,3,0.3,0.0
101,CA-2021-100100,OFF-PA-0,672.97,6,0.1,155.28
102,CA-2021-100101,OFF-PA-0,97.1,6,0.2,8.54
103,CA-2022-100102,OFF-BI-0,390.03,3,0.3,0.0
104,CA-2024-100103,FUR-FU-1,697.94,5,0.1,91.1
105,CA-2022-100104,FUR-FU-1,764.68,3,0.0,231.96
106,CA-2024-100105,OFF-BI-2,96.96,5,0.1,15.83
107,CA-2022-100106,OFF-AR-2,221.34,6,0.0,34.74
108,CA-2022-100107,FUR-CH-2,321.86,3,0.1,58.3
109,CA-2022-100108,OFF-AR-1,406.41,6,0.0,138.98
110,CA-2022-100109,TEC-PH-2,614.27,6,0.3,0.0
111,CA-2024-100110,OFF-PA-1,652.99,4,0.0,127.95
112,CA-2023-100111,OFF-AR-1,32.89,1,0.2,3.41
113,CA-2023-100112,FUR-BO-2,460.28,1,0.1,104.61
114,CA-2022-100113,OFF-PA-4,319.31,1,0.2,18.7
115,CA-2021-100114,FUR-CH-2,511.88,5,0.2,46.75
116,CA-2022-100115,FUR-CH-3,340.83,2,0.0,55.87
117,CA-2023-100116,FUR-TA-1,232.71,6,0.3,0.0
118,CA-2021-100117,FUR-TA-3,471.02,7,0.1,50.81
119,CA-2023-100118,TEC-MA-2,50.36,7,0.1,6.99
120,CA-2024-100119,FUR-TA-0,793.17,3,0.2,76.42
121,CA-2024-100120,OFF-ST-4,444.97,3,0.1,84.46
122,CA-2022-100121,TEC-MA-3,458.79,6,0.0,80.86
123,CA-2021-100122,FUR-FU-2,74.53,2,0.0,18.19
124,CA-2024-100123,TEC-AC-4,491.88,1,0.0,135.32
125,CA-2023-100124,OFF-BI-1,473.19,5,0.3,0.0
126,CA-2021-100125,FUR-TA-3,489.83,6,0.1,70.33
127,CA-2021-100126,FUR-TA-0,418.35,5,0.1,78.33
128,CA-2024-100127,OFF-PA-4,546.22,1,0.0,152.31
129,CA-2023-100128,OFF-BI-3,14.82,7,0.3,0.0
130,CA-2023-100129,FUR-TA-3,44.54,4,0.3,0.0
131,CA-2022-100130,TEC-MA-2,19.24,5,0.2,1.51
132,CA-2022-100131,TEC-CO-2,222.63,5,0.1,29.98
133,CA-2023-100132,OFF-BI-3,210.25,4,0.2,24.01
134,CA-2024-100133,TEC-CO-2,547.32,7,0.3,0.0
135,CA-2024-100134,TEC-PH-3,263.59,7,0.2,17.21
136,CA-2021-100135,FUR-CH-2,798.63,6,0.1,154.84
137,CA-2023-100136,FUR-TA-3,756.1,6,0.3,0.0
138,CA-2022-100137,FUR-CH-3,222.93,2,0.3,0.0
139,CA-2024-100138,FUR-TA-4,441.18,2,0.0,135.55
140,CA-2022-100139,OFF-AR-2,648.7,3,0.2,66.09
141,CA-2023-100140,TEC-PH-0,152.09,7,0.0,35.88
142,CA-2022-100141,FUR-TA-2,290.08,7,0.0,64.29
143,CA-2023-100142,TEC-PH-0,333.96,4,0.2,22.04
144,CA-2024-100143,FUR-BO-3,395.61,3,0.0,106.93
145,CA-2024-100144,FUR-CH-4,755.69,1,0.0,179.65
146,CA-2023-100145,OFF-PA-1,253.11,5,0.0,60.28
147,CA-2021-100146,FUR-FU-0,290.76,4,0.3,0.0
148,CA-2024-100147,OFF-AR-2,551.99,5,0.2,48.63
149,CA-2023-100148,OFF-ST-4,541.62,4,0.2,52.83
150,CA-2023-100149,FUR-BO-1,617.75,5,0.0,103.23
151,CA-2024-100150,FUR-TA-2,270.86,2,0.3,0.0
152,CA-2021-100151,TEC-MA-0,292.4,5,0.2,27.85
153,CA-2021-100152,TEC-PH-0,289.99,6,0.0,94.97
154,CA-2023-100153,TEC-MA-3,721.3,6,0.3,0.0
155,CA-2024-100154,FUR-CH-1,426.76,6,0.3,0.0
156,CA-2022-100155,TEC-PH-3,489.95,2,0.1,61.53
157,CA-2022-100156,TEC-PH-1,212.88,4,0.3,0.0
158,CA-2023-100157,FUR-TA-3,453.22,4,0.3,0.0
159,CA-2022-100158,FUR-BO-0,220.02,2,0.1,33.87
160,CA-2024-100159,TEC-PH-3,114.79,2,0.1,26.74
161,CA-2024-100160,OFF-PA-0,749.12,4,0.1,160.34
162,CA-2023-100161,OFF-ST-0,227.42,3,0.0,46.64
163,CA-2024-100162,TEC-AC-0,285.65,6,0.1,62.95
164,CA-2021-100163,OFF-ST-2,658.49,6,0.3,0.0
165,CA-2023-100164,FUR-CH-1,10.95,4,0.2,1.27
166,CA-2021-100165,FUR-BO-0,313.97,6,0.1,34.32
167,CA-2024-100166,FUR-BO-2,214.73,3,0.3,0.0
168,CA-2023-100167,TEC-CO-4,524.16,2,0.2,27.48
169,CA-2021-100168,OFF-AR-4,341.43,2,0.2,37.82
170,CA-2024-100169,TEC-AC-0,683.22,3,0.3,0.0
171,CA-2024-100170,OFF-PA-3,756.71,2,0.3,0.0
172,CA-2024-100171,OFF-AR-2,413.73,2,0.1,79.29
173,CA-2023-100172,OFF-PA-4,753.55,2,0.1,90.13
174,CA-2023-100173,TEC-PH-2,121.16,3,0.3,0.0
175,CA-2021-100174,TEC-PH-1,514.85,7,0.3,0.0
176,CA-2023-100175,OFF-AR-3,340.31,6,0.3,0.0
177,CA-2024-100176,OFF-BI-2,524.98,5,0.1,100.47
178,CA-2022-100177,OFF-PA-1,522.47,6,0.3,0.0
179,CA-2024-100178,TEC-MA-2,690.73,7,0.2,70.35
180,CA-2021-100179,OFF-PA-1,197.79,5,0.3,0.0
181,CA-2024-100180,OFF-AR-3,245.72,6,0.0,83.85
182,CA-2023-100181,FUR-TA-4,571.9,7,0.3,0.0
183,CA-2022-100182,TEC-AC-2,445.25,5,0.1,62.81
184,CA-2021-100183,OFF-AR-1,277.33,6,0.1,53.24
185,CA-2022-100184,FUR-TA-2,567.52,6,0.1,64.18
186,CA-2022-100185,FUR-TA-4,781.85,6,0.2,68.79
187,CA-2021-100186,FUR-FU-3,132.73,5,0.0,40.74
188,CA-2021-100187,OFF-ST-0,235.89,4,0.3,0.0
189,CA-2024-100188,OFF-ST-4,290.31,6,0.1,48.34
190,CA-2022-100189,OFF-ST-3,361.49,1,0.3,0.0
191,CA-2021-100190,TEC-CO-1,795.92,4,0.3,0.0
192,CA-2024-100191,TEC-MA-0,522.74,5,0.3,0.0
193,CA-2023-100192,TEC-CO-0,82.83,6,0.3,0.0
194,CA-2023-100193,OFF-BI-4,35.76,1,0.0,11.61
195,CA-2024-100194,OFF-AR-3,375.64,1,0.1,52.75
196,CA-2022-100195,FUR-FU-0,280.45,6,0.0,96.87
197,CA-2022-100196,FUR-BO-3,209.31,4,0.1,37.13
198,CA-2023-100197,TEC-MA-2,786.11,6,0.0,238.01
199,CA-2023-100198,OFF-PA-3,390.15,3,0.3,0.0
200,CA-2023-100199,TEC-MA-0,45.93,3,0.0,7.56
201,CA-2021-100200,OFF-AR-2,160.04,7,0.3,0.0
202,CA-2021-100201,TEC-AC-3,543.26,4,0.2,57.21
203,CA-2024-100202,OFF-PA-0,72.09,5,0.2,4.9
204,CA-2022-100203,TEC-MA-1,122.99,3,0.0,38.46
205,CA-2022-100204,TEC-MA-0,111.52,2,0.0,21.42
206,CA-2021-100205,FUR-TA-3,371.22,1,0.2,44.02
207,CA-2022-100206,TEC-CO-1,369.53,5,0.1,70.75
208,CA-2021-100207,OFF-BI-0,357.93,6,0.3,0.0
209,CA-2022-100208,TEC-PH-1,511.54,1,0.1,59.21
210,CA-2022-100209,TEC-PH-4,749.55,1,0.0,172.62
211,CA-2024-100210,TEC-AC-4,732.14,6,0.3,0.0
212,CA-2024-100211,FUR-TA-4,276.75,7,0.1,43.17
213,CA-2023-100212,TEC-AC-1,193.84,4,0.3,0.0
214,CA-2022-100213,FUR-CH-3,683.13,3,0.0,144.0
215,CA-2024-100214,TEC-AC-2,208.03,4,0.0,57.9
216,CA-2023-100215,OFF-PA-3,796.7,1,0.3,0.0
217,CA-2022-100216,FUR-CH-4,207.26,6,0.3,0.0
218,CA-2021-100217,TEC-PH-3,354.63,7,0.1,41.3
219,CA-2024-100218,OFF-ST-3,73.99,5,0.1,10.7
220,CA-2022-100219,FUR-BO-3,497.29,3,0.3,0.0
221,CA-2023-100220,FUR-CH-4,51.57,1,0.2,2.68
222,CA-2024-100221,OFF-AR-4,752.03,3,0.3,0.0
223,CA-2023-100222,TEC-PH-2,238.51,4,0.1,51.32
224,CA-2024-100223,FUR-BO-4,147.32,1,0.1,20.52
225,CA-2022-100224,TEC-AC-3,381.52,7,0.1,87.11
226,CA-2022-100225,OFF-ST-1,487.34,5,0.0,120.95
227,CA-2024-100226,OFF-AR-2,171.22,7,0.1,29.02
228,CA-2024-100227,OFF-PA-1,16.42,7,0.1,3.16
229,CA-2023-100228,TEC-PH-2,504.09,6,0.3,0.0
230,CA-2021-100229,TEC-MA-1,270.31,6,0.1,46.61
231,CA-2023-100230,TEC-PH-3,686.42,1,0.3,0.0
232,CA-2022-100231,TEC-MA-4,639.16,7,0.3,0.0
233,CA-2021-100232,TEC-PH-1,80.11,5,0.2,7.46
234,CA-2022-100233,OFF-ST-0,312.08,6,0.3,0.0
235,CA-2022-100234,TEC-MA-2,527.77,6,0.3,0.0
236,CA-2022-100235,FUR-FU-0,636.92,6,0.3,0.0
237,CA-2024-100236,OFF-ST-0,569.26,3,0.2,50.85
238,CA-2023-100237,TEC-AC-1,455.36,5,0.2,43.63
239,CA-2023-100238,OFF-AR-4,130.15,4,0.2,6.98
240,CA-2022-100239,FUR-CH-3,92.03,2,0.1,21.82
241,CA-2024-100240,TEC-MA-4,271.02,4,0.2,16.81
242,CA-2023-100241,FUR-CH-1,433.43,4,0.2,40.18
243,CA-2023-100242,OFF-PA-2,360.32,5,0.2,23.65
244,CA-2021-100243,FUR-TA-2,656.61,5,0.0,139.93
245,CA-2024-100244,TEC-AC-4,614.01,1,0.2,40.14
246,CA-2022-100245,TEC-AC-2,96.66,6,0.3,0.0
247,CA-2024-100246,OFF-AR-2,659.49,3,0.2,36.35
248,CA-2022-100247,TEC-MA-1,56.37,6,0.3,0.0
249,CA-2021-100248,OFF-BI-3,171.21,6,0.0,44.27
250,CA-2023-100249,TEC-AC-4,775.63,1,0.0,171.77
251,CA-2023-100250,FUR-BO-4,238.33,3,0.1,56.8
252,CA-2022-100251,FUR-FU-3,75.69,5,0.1,12.96
253,CA-2021-100252,TEC-AC-4,546.93,2,0.1,98.12
254,CA-2021-100253,TEC-AC-4,81.5,3,0.3,0.0
255,CA-2021-100254,FUR-CH-4,329.58,6,0.2,32.81
256,CA-2023-100255,TEC-MA-1,575.92,5,0.0,169.55
257,CA-2024-100256,TEC-MA-2,381.12,4,0.3,0.0
258,CA-2021-100257,FUR-TA-0,656.43,3,0.1,94.96
259,CA-2024-100258,TEC-MA-4,212.57,1,0.0,65.04
260,CA-2022-100259,FUR-CH-3,677.42,1,0.0,142.23
261,CA-2021-100260,TEC-PH-3,270.85,4,0.2,19.56
262,CA-2021-100261,TEC-PH-3,655.45,2,0.2,69.62
263,CA-2022-100262,OFF-ST-1,586.4,7,0.2,43.43
264,CA-2021-100263,FUR-TA-1,720.16,5,0.0,243.22
265,CA-2023-100264,TEC-AC-4,238.17,2,0.0,84.92
266,CA-2022-100265,OFF-ST-4,460.68,1,0.3,0.0
267,CA-2024-100266,FUR-CH-2,706.06,5,0.1,74.32
268,CA-2021-100267,TEC-CO-4,169.23,6,0.0,27.97
269,CA-2023-100268,TEC-CO-0,192.16,4,0.0,35.98
270,CA-2022-100269,TEC-CO-0,368.03,3,0.2,25.87
271,CA-2021-100270,TEC-CO-1,727.89,7,0.3,0.0
272,CA-2022-100271,FUR-CH-4,353.82,6,0.0,93.81
273,CA-2023-100272,TEC-AC-3,422.62,6,0.1,66.74
274,CA-2022-100273,TEC-PH-4,482.3,1,0.1,60.01
275,CA-2023-100274,OFF-PA-2,571.07,5,0.3,0.0
276,CA-2024-100275,FUR-TA-4,102.44,7,0.2,7.02
277,CA-2022-100276,FUR-BO-1,284.76,4,0.2,21.87
278,CA-2022-100277,OFF-ST-2,498.58,2,0.3,0.0
279,CA-2023-100278,OFF-PA-4,104.28,6,0.1,12.44
280,CA-2022-100279,OFF-ST-0,245.69,1,0.3,0.0
281,CA-2022-100280,TEC-CO-1,125.12,1,0.2,9.18
282,CA-2024-100281,FUR-FU-0,460.48,4,0.3,0.0
283,CA-2023-100282,FUR-TA-0,623.1,1,0.1,113.0
284,CA-2024-100283,TEC-CO-3,427.7,5,0.0,134.95
285,CA-2024-100284,OFF-BI-4,100.25,3,0.2,8.3
286,CA-2023-100285,OFF-PA-3,543.69,6,0.2,44.81
287,CA-2023-100286,OFF-ST-4,206.54,2,0.2,17.83
288,CA-2024-100287,TEC-MA-3,201.89,5,0.0,32.24
289,CA-2024-100288,FUR-TA-3,723.93,4,0.3,0.0
290,CA-2024-100289,FUR-CH-0,732.43,7,0.2,42.5
291,CA-2022-100290,TEC-PH-0,318.43,5,0.3,0.0
292,CA-2022-100291,TEC-AC-1,487.57,4,0.2,44.57
293,CA-2024-100292,FUR-BO-0,172.3,1,0.1,22.41
294,CA-2023-100293,TEC-MA-3,358.48,3,0.2,31.81
295,CA-2024-100294,FUR-FU-2,554.8,1,0.3,0.0
296,CA-2023-100295,OFF-PA-1,616.09,5,0.3,0.0
297,CA-2021-100296,TEC-CO-4,749.8,2,0.3,0.0
298,CA-2021-100297,OFF-ST-3,459.85,7,0.0,144.92
299,CA-2022-100298,OFF-PA-2,556.69,5,0.3,0.0
300,CA-2021-100299,OFF-ST-1,614.12,6,0.3,0.0
301,CA-2023-100300,FUR-TA-0,555.88,6,0.3,0.0
302,CA-2022-100301,TEC-MA-3,78.62,1,0.0,13.54
303,CA-2023-100302,OFF-BI-1,87.7,3,0.1,14.71
304,CA-2023-100303,OFF-ST-4,433.34,6,0.2,45.01
305,CA-2023-100304,TEC-MA-1,710.65,1,0.2,72.35
306,CA-2021-100305,TEC-PH-3,33.88,6,0.3,0.0
307,CA-2023-100306,OFF-ST-4,732.96,3,0.2,59.49
308,CA-2023-100307,FUR-BO-2,193.76,3,0.2,18.56
309,CA-2021-100308,TEC-CO-3,61.76,3,0.1,10.75
310,CA-2021-100309,OFF-ST-4,485.93,4,0.0,93.81
311,CA-2023-100310,OFF-BI-0,549.39,1,0.2,51.0
312,CA-2021-100311,OFF-PA-0,416.88,4,0.0,63.89
313,CA-2023-100312,FUR-CH-0,576.37,2,0.2,39.54
314,CA-2022-100313,TEC-PH-0,572.39,2,0.1,109.27
315,CA-2022-100314,FUR-BO-3,157.58,1,0.2,9.0
316,CA-2024-100315,FUR-BO-0,157.01,5,0.3,0.0
317,CA-2024-100316,FUR-FU-3,438.65,5,0.2,39.46
318,CA-2022-100317,TEC-CO-4,156.61,6,0.1,35.04
319,CA-2022-100318,OFF-PA-0,290.41,4,0.1,45.01
320,CA-2023-100319,OFF-PA-2,13.74,4,0.3,0.0
321,CA-2022-100320,OFF-PA-1,325.96,1,0.2,29.23
322,CA-2021-100321,FUR-CH-0,430.19,7,0.1,80.32
323,CA-2021-100322,TEC-MA-4,125.83,6,0.0,32.94
324,CA-2024-100323,TEC-PH-3,559.55,6,0.2,66.77
325,CA-2024-100324,FUR-FU-0,754.69,5,0.1,133.93
326,CA-2022-100325,FUR-CH-4,129.96,2,0.1,14.2
327,CA-2024-100326,TEC-AC-4,139.05,2,0.0,24.94
328,CA-2024-100327,OFF-BI-0,270.49,6,0.1,60.31
329,CA-2022-100328,OFF-ST-1,574.9,6,0.2,68.58
330,CA-2023-100329,TEC-PH-1,648.52,4,0.2,39.38
331,CA-2023-100330,FUR-FU-3,661.7,6,0.2,74.38
332,CA-2024-100331,TEC-CO-4,308.41,6,0.0,58.76
333,CA-2021-100332,TEC-CO-1,481.24,1,0.0,116.0
334,CA-2022-100333,FUR-FU-1,384.5,6,0.0,59.19
335,CA-2023-100334,TEC-AC-3,719.7,7,0.0,255.03
336,CA-2023-100335,OFF-PA-3,286.48,4,0.3,0.0
337,CA-2024-100336,FUR-CH-1,378.75,5,0.2,40.38
338,CA-2022-100337,FUR-BO-0,430.42,1,0.1,43.52
339,CA-2023-100338,OFF-AR-1,311.04,4,0.1,53.51
340,CA-2024-100339,OFF-BI-2,228.92,4,0.2,17.83
341,CA-2021-100340,TEC-MA-1,160.0,2,0.0,35.06
342,CA-2022-100341,TEC-MA-1,472.21,4,0.1,76.17
343,CA-2022-100342,OFF-ST-4,597.0,7,0.2,70.11
344,CA-2024-100343,FUR-CH-3,116.29,3,0.2,10.14
345,CA-2022-100344,TEC-PH-2,283.62,7,0.2,19.67
346,CA-2021-100345,TEC-MA-3,532.78,7,0.1,121.66
347,CA-2024-100346,OFF-ST-3,491.19,6,0.2,27.42
348,CA-2023-100347,OFF-PA-2,562.56,5,0.3,0.0
349,CA-2022-100348,OFF-ST-1,560.11,6,0.2,60.0
350,CA-2021-100349,FUR-FU-3,772.92,1,0.1,177.25
351,CA-2023-100350,FUR-FU-2,676.96,7,0.3,0.0
352,CA-2022-100351,TEC-CO-1,607.37,3,0.1,126.79
353,CA-2024-100352,TEC-CO-2,28.56,1,0.0,6.04
354,CA-2022-100353,OFF-PA-4,149.82,2,0.1,19.94
355,CA-2023-100354,TEC-AC-4,597.35,5,0.3,0.0
356,CA-2021-100355,TEC-PH-3,95.04,7,0.1,22.03
357,CA-2021-100356,OFF-ST-0,430.22,6,0.3,0.0
358,CA-2024-100357,OFF-ST-3,549.65,2,0.2,46.36
359,CA-2024-100358,FUR-TA-0,463.05,1,0.2,46.24
360,CA-2024-100359,OFF-ST-2,275.35,4,0.2,23.21
361,CA-2024-100360,TEC-MA-1,99.17,2,0.2,10.44
362,CA-2023-100361,TEC-PH-3,159.26,5,0.1,37.16
363,CA-2022-100362,FUR-TA-2,581.82,7,0.0,155.3
364,CA-2023-100363,FUR-TA-0,304.74,4,0.3,0.0
365,CA-2024-100364,FUR-FU-1,380.4,2,0.0,128.99
366,CA-2024-100365,TEC-PH-3,200.85,2,0.2,12.31
367,CA-2022-100366,FUR-TA-4,191.08,5,0.0,32.65
368,CA-2024-100367,FUR-BO-4,636.63,5,0.2,42.22
369,CA-2023-100368,TEC-AC-1,763.01,4,0.3,0.0
370,CA-2024-100369,OFF-BI-3,324.1,3,0.3,0.0
371,CA-2024-100370,OFF-AR-3,512.2,1,0.2,55.69
372,CA-2022-100371,TEC-MA-4,460.9,6,0.0,148.59
373,CA-2024-100372,FUR-BO-2,565.74,1,0.0,134.95
374,CA-2021-100373,OFF-PA-3,619.7,3,0.0,107.94
375,CA-2021-100374,TEC-CO-4,595.84,4,0.3,0.0
376,CA-2023-100375,FUR-FU-3,231.46,6,0.3,0.0
377,CA-2022-100376,TEC-PH-1,534.92,6,0.1,88.8
378,CA-2023-100377,TEC-CO-0,90.07,4,0.2,6.85
379,CA-2021-100378,TEC-AC-3,262.22,6,0.3,0.0
380,CA-2023-100379,TEC-AC-2,187.39,6,0.0,52.85
381,CA-2021-100380,TEC-AC-3,723.95,3,0.3,0.0
382,CA-2023-100381,OFF-ST-4,302.02,4,0.0,72.73
383,CA-2022-100382,FUR-BO-2,318.4,6,0.0,48.7
384,CA-2022-100383,TEC-PH-3,729.63,1,0.0,182.56
385,CA-2021-100384,FUR-CH-4,381.51,6,0.3,0.0
386,CA-2024-100385,FUR-CH-4,43.21,2,0.1,9.6
387,CA-2021-100386,FUR-TA-0,462.35,2,0.1,63.39
388,CA-2021-100387,OFF-PA-2,621.67,7,0.1,66.9
389,CA-2022-100388,TEC-PH-4,585.13,5,0.2,44.32
390,CA-2024-100389,OFF-PA-2,279.33,3,0.3,0.0
391,CA-2024-100390,OFF-AR-0,177.48,6,0.2,17.74
392,CA-2022-100391,FUR-TA-1,672.82,6,0.0,180.74
393,CA-2021-100392,OFF-BI-2,558.77,5,0.1,94.39
394,CA-2022-100393,TEC-AC-3,465.46,2,0.0,87.19
395,CA-2023-100394,TEC-CO-0,774.54,1,0.3,0.0
396,CA-2024-100395,TEC-PH-1,525.8,3,0.1,66.4
397,CA-2022-100396,OFF-PA-0,612.42,2,0.3,0.0
398,CA-2024-100397,FUR-FU-0,641.92,1,0.1,103.68
399,CA-2023-100398,FUR-TA-1,177.82,3,0.1,20.95
400,CA-2024-100399,TEC-CO-1,218.92,3,0.2,21.13
